 	Label	Area	Mean	StdDev	Mode	Min	Max	Circ.	Median	Ch	AR	Round	Solidity	Mean_boundary	StdDev_boundary	Mean_distance
1	MD12_SEM-ECS_2021.03.24_s0:0001-0063:1	6672.133	400.673	583.882	281	217	7563	0.475	287	1	1.659	0.603	0.789	648.017	1036.421	11.191
2	MD12_SEM-ECS_2021.03.24_s0:0002-0066:1	6388.213	377.070	358.699	285	222	5229	0.841	302	1	1.281	0.781	0.937	752.144	930.342	18.011
3	MD12_SEM-ECS_2021.03.24_s0:0003-0086:1	3805.888	369.904	356.246	297	261	3999	0.795	307	1	1.130	0.885	0.928	917.854	1078.590	34.009
4	MD12_SEM-ECS_2021.03.24_s0:0004-0105:1	9680.339	349.379	502.042	303	259	8791	0.785	297	1	1.577	0.634	0.950	1137.938	1721.214	25.707
5	MD12_SEM-ECS_2021.03.24_s0:0005-0081:1	703.041	217.587	6.939	213	209	250	0.861	216	1	1.664	0.601	0.929	252.471	29.026	35.644
6	MD12_SEM-ECS_2021.03.24_s0:0006-0101:1	4840.170	340.123	352.107	293	236	7290	0.642	296	1	2.245	0.445	0.877	894.688	1536.271	44.025
7	MD12_SEM-ECS_2021.03.24_s0:0007-0100:1	9518.099	359.399	331.256	293	270	7968	0.797	298	1	1.315	0.760	0.948	1092.707	1336.572	36.955
8	MD12_SEM-ECS_2021.03.24_s0:0008-0101:1	6165.132	347.326	313.450	307	230	5309	0.739	308	1	1.950	0.513	0.939	911.102	1383.755	50.877
9	MD12_SEM-ECS_2021.03.24_s0:0009-0250:1	95694.751	428.251	661.743	279	215	9779	0.200	285	1	2.841	0.352	0.485	677.935	1104.878	23.385
10	MD12_SEM-ECS_2021.03.24_s0:0010-0140:1	28351.497	407.997	588.312	290	236	11469	0.551	291	1	2.472	0.405	0.846	1003.501	1053.542	34.084
11	MD12_SEM-ECS_2021.03.24_s0:0011-0131:1	6766.774	329.914	129.915	299	279	2469	0.752	309	1	1.383	0.723	0.939	1127.981	1490.456	78.910
12	MD12_SEM-ECS_2021.03.24_s0:0012-0137:1	9322.059	334.806	301.308	303	273	8060	0.658	300	1	2.123	0.471	0.874	1186.159	1646.766	73.429
13	MD12_SEM-ECS_2021.03.24_s0:0013-0129:1	1203.282	334.506	167.076	294	279	1694	0.915	300	1	1.392	0.718	0.944	898.585	1289.809	53.871
14	MD12_SEM-ECS_2021.03.24_s0:0014-0152:1	10160.300	377.302	514.462	295	263	7562	0.702	299	1	1.725	0.580	0.925	1301.489	1881.266	79.114
15	MD12_SEM-ECS_2021.03.24_s0:0015-0149:1	4650.889	412.663	599.312	307	244	7696	0.629	311	1	2.106	0.475	0.889	968.361	1425.862	59.328
16	MD12_SEM-ECS_2021.03.24_s0:0016-0153:1	4941.570	348.216	156.265	331	284	2507	0.786	327	1	1.609	0.622	0.939	1025.443	1438.799	98.131
17	MD12_SEM-ECS_2021.03.24_s0:0017-0156:1	8112.016	317.551	249.163	293	260	5662	0.836	287	1	1.204	0.831	0.954	797.134	1116.170	66.466
18	MD12_SEM-ECS_2021.03.24_s0:0018-0219:1	16927.074	392.793	626.588	252	191	7139	0.129	256	1	2.831	0.353	0.316	595.883	1052.858	6.192
19	MD12_SEM-ECS_2021.03.24_s0:0019-0168:1	2764.846	449.056	805.182	280	267	7638	0.783	283	1	1.624	0.616	0.926	1138.749	1859.768	17.487
20	MD12_SEM-ECS_2021.03.24_s0:0020-0172:1	5570.251	313.127	193.322	264	234	3076	0.731	273	1	1.339	0.747	0.887	1062.212	1459.234	25.160
21	MD12_SEM-ECS_2021.03.24_s0:0021-0175:1	3731.527	348.266	168.504	318	290	2500	0.761	321	1	1.327	0.754	0.928	1501.436	2244.498	100.493
22	MD12_SEM-ECS_2021.03.24_s0:0022-0187:1	4299.369	304.256	164.766	284	266	3223	0.519	285	1	3.735	0.268	0.889	1049.781	1477.858	42.296
23	MD12_SEM-ECS_2021.03.24_s0:0023-0169:1	1081.602	650.312	798.632	240	221	4275	0.850	310	1	1.093	0.915	0.917	647.440	1077.641	44.812
24	MD12_SEM-ECS_2021.03.24_s0:0024-0174:1	3603.087	301.765	193.643	267	229	2475	0.807	269	1	1.632	0.613	0.956	1033.350	1399.033	13.398
25	MD12_SEM-ECS_2021.03.24_s0:0025-0178:1	3690.967	374.233	417.604	296	279	5835	0.813	311	1	1.430	0.699	0.920	1215.507	1801.439	106.725
26	MD12_SEM-ECS_2021.03.24_s0:0026-0185:1	5610.811	298.382	267.270	254	233	4220	0.827	259	1	1.392	0.718	0.943	543.779	919.915	31.069
27	MD12_SEM-ECS_2021.03.24_s0:0027-0181:1	3102.846	290.928	152.266	248	224	2061	0.827	256	1	1.456	0.687	0.913	901.750	1293.397	22.878
28	MD12_SEM-ECS_2021.03.24_s0:0028-0177:1	1960.404	259.993	62.029	245	232	827	0.745	247	1	1.920	0.521	0.925	790.258	1061.597	12.362
29	MD12_SEM-ECS_2021.03.24_s0:0029-0180:1	4718.489	345.913	350.763	289	261	5737	0.767	294	1	1.919	0.521	0.938	777.193	1195.144	74.281
30	MD12_SEM-ECS_2021.03.24_s0:0030-0184:1	3954.608	280.829	53.926	271	237	831	0.745	271	1	1.167	0.857	0.929	813.302	1132.053	21.285
31	MD12_SEM-ECS_2021.03.24_s0:0031-0188:1	2812.166	272.010	184.535	249	212	2826	0.621	252	1	2.704	0.370	0.876	767.289	1138.336	27.861
32	MD12_SEM-ECS_2021.03.24_s0:0032-0186:1	2345.725	344.222	496.719	279	262	6231	0.829	280	1	1.535	0.652	0.947	768.671	1240.595	16.144
33	MD12_SEM-ECS_2021.03.24_s0:0033-0199:1	11174.302	272.589	268.682	229	206	4648	0.802	233	1	1.120	0.893	0.942	1019.645	1426.132	38.042
34	MD12_SEM-ECS_2021.03.24_s0:0034-0195:1	5691.931	451.762	722.473	309	262	9529	0.535	316	1	1.689	0.592	0.785	1004.632	1457.913	39.778
35	MD12_SEM-ECS_2021.03.24_s0:0035-0187:1	4110.088	340.993	254.686	300	279	4136	0.808	303	1	1.648	0.607	0.938	980.098	1306.027	97.536
36	MD12_SEM-ECS_2021.03.24_s0:0036-0202:1	6624.813	299.874	297.557	243	221	5584	0.561	245	1	2.142	0.467	0.814	810.348	1141.626	40.151
37	MD12_SEM-ECS_2021.03.24_s0:0037-0203:1	8794.778	463.685	738.695	308	289	7977	0.716	314	1	1.405	0.712	0.916	1387.014	1953.112	64.712
38	MD12_SEM-ECS_2021.03.24_s0:0038-0199:1	6300.333	318.366	218.791	271	255	3484	0.806	282	1	1.495	0.669	0.949	930.126	1236.860	63.277
39	MD12_SEM-ECS_2021.03.24_s0:0039-0229:1	15419.591	385.757	637.619	257	239	8286	0.623	260	1	2.354	0.425	0.905	896.064	1350.600	46.784
40	MD12_SEM-ECS_2021.03.24_s0:0040-0207:1	10761.942	282.538	202.875	254	224	4434	0.666	253	1	2.031	0.492	0.881	1295.051	1690.876	33.439
41	MD12_SEM-ECS_2021.03.24_s0:0041-0204:1	5475.611	301.527	260.367	265	241	4017	0.675	268	1	2.049	0.488	0.902	1091.207	1451.151	28.425
