 	Label	Area	Mean	StdDev	Mode	Min	Max	Circ.	Median	Ch	AR	Round	Solidity	Mean_boundary	StdDev_boundary	Mean_distance
1	MD10_SEM-ECS_2021.03.24_s2:0001-0302:1	1649.443	189.504	46.842	177	164	788	0.502	178	1	3.040	0.329	0.766	439.246	543.246	21.434
2	MD10_SEM-ECS_2021.03.24_s2:0002-0332:1	6029.932	222.159	136.084	174	161	1617	0.553	181	1	2.463	0.406	0.855	383.866	371.804	29.475
3	MD10_SEM-ECS_2021.03.24_s2:0003-0332:1	3501.687	308.832	224.098	198	164	1628	0.488	214	1	3.721	0.269	0.827	515.380	426.324	33.168
4	MD10_SEM-ECS_2021.03.24_s2:0004-0319:1	1230.322	194.495	64.121	171	161	621	0.818	176	1	1.518	0.659	0.912	206.379	78.636	17.385
5	MD10_SEM-ECS_2021.03.24_s2:0005-0324:1	3278.607	181.008	81.094	167	155	1238	0.692	167	1	2.008	0.498	0.883	512.064	580.020	34.021
6	MD10_SEM-ECS_2021.03.24_s2:0006-0327:1	2818.926	249.321	232.677	182	160	2004	0.756	184	1	1.343	0.745	0.913	411.257	433.179	19.309
7	MD10_SEM-ECS_2021.03.24_s2:0007-0327:1	2873.006	178.393	30.006	168	159	479	0.943	172	1	1.060	0.943	0.952	566.464	655.634	20.447
8	MD10_SEM-ECS_2021.03.24_s2:0008-0333:1	2156.444	199.975	63.756	171	160	689	0.780	177	1	1.558	0.642	0.906	373.543	388.646	19.044
9	MD10_SEM-ECS_2021.03.24_s2:0009-0345:1	3055.526	181.044	34.657	175	155	507	0.519	174	1	3.358	0.298	0.848	310.104	345.643	15.496
10	MD10_SEM-ECS_2021.03.24_s2:0010-0338:1	1534.523	188.251	36.753	173	160	429	0.807	176	1	1.366	0.732	0.930	296.434	322.853	19.366
11	MD10_SEM-ECS_2021.03.24_s2:0011-0346:1	4961.850	170.860	43.885	166	151	1011	0.793	165	1	1.219	0.820	0.933	459.202	537.775	47.590
12	MD10_SEM-ECS_2021.03.24_s2:0012-0348:1	1297.923	178.938	39.895	168	158	630	0.595	172	1	2.914	0.343	0.869	305.869	302.958	4.734
13	MD10_SEM-ECS_2021.03.24_s2:0013-0354:1	3515.207	194.310	102.473	175	167	1499	0.642	178	1	2.410	0.415	0.867	435.201	426.972	31.217
14	MD10_SEM-ECS_2021.03.24_s2:0014-0349:1	2210.524	202.505	121.955	171	162	1196	0.728	175	1	1.618	0.618	0.924	236.830	224.293	29.297
15	MD10_SEM-ECS_2021.03.24_s2:0015-0382:1	11451.463	185.711	119.611	155	129	2218	0.369	162	1	4.767	0.210	0.804	344.850	376.300	74.137
16	MD10_SEM-ECS_2021.03.24_s2:0016-0354:1	5840.652	199.331	197.799	163	151	2429	0.860	164	1	1.098	0.911	0.933	392.814	532.398	24.241
17	MD10_SEM-ECS_2021.03.24_s2:0017-0359:1	7665.855	208.429	151.103	172	154	1633	0.662	177	1	1.160	0.862	0.855	351.740	386.664	40.188
18	MD10_SEM-ECS_2021.03.24_s2:0018-0354:1	3812.648	201.447	183.533	163	153	1963	0.821	164	1	1.494	0.669	0.925	317.986	355.509	56.507
19	MD10_SEM-ECS_2021.03.24_s2:0019-0361:1	2224.044	183.167	53.757	171	163	888	0.672	173	1	2.523	0.396	0.916	393.848	397.619	42.006
20	MD10_SEM-ECS_2021.03.24_s2:0020-0362:1	3853.208	184.256	79.312	169	160	1424	0.710	170	1	1.692	0.591	0.886	358.056	379.796	46.202
21	MD10_SEM-ECS_2021.03.24_s2:0021-0373:1	8869.138	219.466	243.908	152	128	2547	0.694	159	1	2.222	0.450	0.935	472.467	506.257	25.739
22	MD10_SEM-ECS_2021.03.24_s2:0022-0374:1	4184.448	183.588	81.465	163	158	1218	0.795	171	1	1.498	0.668	0.946	347.782	382.857	47.895
23	MD10_SEM-ECS_2021.03.24_s2:0023-0375:1	3549.007	186.013	89.181	173	147	1723	0.796	175	1	1.279	0.782	0.912	319.029	356.931	54.636
24	MD10_SEM-ECS_2021.03.24_s2:0024-0400:1	26938.654	179.266	145.151	150	138	3244	0.501	152	1	3.039	0.329	0.792	405.894	489.286	52.237
25	MD10_SEM-ECS_2021.03.24_s2:0025-0373:1	3481.407	182.365	60.182	179	165	1456	0.819	177	1	1.546	0.647	0.934	399.896	462.064	53.268
26	MD10_SEM-ECS_2021.03.24_s2:0026-0379:1	4515.689	185.385	157.091	158	150	2762	0.691	160	1	1.746	0.573	0.869	436.312	482.340	79.897
27	MD10_SEM-ECS_2021.03.24_s2:0027-0376:1	2041.524	182.629	28.564	176	168	570	0.774	178	1	1.824	0.548	0.935	411.500	389.135	23.374
28	MD10_SEM-ECS_2021.03.24_s2:0028-0376:1	2683.725	189.851	74.448	176	164	977	0.724	176	1	1.799	0.556	0.884	517.232	610.249	76.710
29	MD10_SEM-ECS_2021.03.24_s2:0029-0376:1	1487.203	171.195	10.403	167	154	243	0.798	169	1	1.421	0.704	0.917	342.115	328.140	7.891
30	MD10_SEM-ECS_2021.03.24_s2:0030-0383:1	1899.564	133.665	39.511	129	125	734	0.589	129	1	2.686	0.372	0.849	214.496	246.308	57.050
31	MD10_SEM-ECS_2021.03.24_s2:0031-0386:1	7057.454	192.313	203.890	158	135	3425	0.794	159	1	1.348	0.742	0.944	417.455	590.795	24.597
32	MD10_SEM-ECS_2021.03.24_s2:0032-0392:1	4657.649	173.742	63.945	160	152	1020	0.825	163	1	1.324	0.755	0.929	340.584	350.881	47.993
33	MD10_SEM-ECS_2021.03.24_s2:0033-0392:1	4170.928	174.462	77.292	158	152	1268	0.755	162	1	1.163	0.860	0.915	348.623	412.936	71.123
