 	Label	Area	Mean	StdDev	Mode	Min	Max	Circ.	Median	Ch	AR	Round	Solidity	Mean_boundary	StdDev_boundary	Mean_distance
1	MD18_SEM_Sam21-ECS_2021.03.24_s2:0001-0648:1	6198.932	285.442	311.542	240	220	6066	0.842	240	1	1.247	0.802	0.951	1089.844	1298.541	22.338
2	MD18_SEM_Sam21-ECS_2021.03.24_s2:0002-0695:1	50950.222	309.810	506.866	233	170	8859	0.166	230	1	2.669	0.375	0.530	763.677	1327.606	22.832
3	MD18_SEM_Sam21-ECS_2021.03.24_s2:0003-0673:1	7537.415	246.030	98.771	225	213	2285	0.792	231	1	1.544	0.648	0.957	1190.728	1497.431	34.380
4	MD18_SEM_Sam21-ECS_2021.03.24_s2:0004-0685:1	8125.536	308.998	415.534	221	204	5380	0.758	235	1	1.168	0.856	0.911	1091.872	1323.626	29.947
5	MD18_SEM_Sam21-ECS_2021.03.24_s2:0005-0680:1	5725.731	239.782	189.665	208	199	3860	0.813	214	1	1.434	0.697	0.948	1266.765	1772.732	30.152
6	MD18_SEM_Sam21-ECS_2021.03.24_s2:0006-0686:1	8754.218	214.232	180.176	192	183	4993	0.757	198	1	1.640	0.610	0.951	783.506	1209.630	21.689
7	MD18_SEM_Sam21-ECS_2021.03.24_s2:0007-0696:1	3772.088	281.412	369.388	198	185	5462	0.195	212	1	2.169	0.461	0.412	621.949	1031.562	6.244
8	MD18_SEM_Sam21-ECS_2021.03.24_s2:0008-0696:1	4779.330	257.973	200.647	223	208	3247	0.819	226	1	1.175	0.851	0.944	945.425	1504.549	40.611
9	MD18_SEM_Sam21-ECS_2021.03.24_s2:0009-0698:1	3704.487	292.584	224.226	247	234	4042	0.815	249	1	1.185	0.844	0.950	1391.939	1994.210	17.907
10	MD18_SEM_Sam21-ECS_2021.03.24_s2:0010-0704:1	4326.409	210.217	86.999	195	186	2074	0.824	198	1	1.180	0.847	0.938	763.707	1076.857	40.819
11	MD18_SEM_Sam21-ECS_2021.03.24_s2:0011-0726:1	10782.222	265.778	190.129	224	198	2819	0.607	232	1	2.436	0.410	0.905	1239.415	1690.896	53.362
12	MD18_SEM_Sam21-ECS_2021.03.24_s2:0012-0725:1	15203.270	301.470	342.858	217	199	3999	0.778	221	1	1.406	0.711	0.932	1386.717	1729.250	41.921
13	MD18_SEM_Sam21-ECS_2021.03.24_s2:0013-0711:1	4853.690	358.681	340.335	238	226	2837	0.767	249	1	1.616	0.619	0.954	1338.461	1746.859	15.173
14	MD18_SEM_Sam21-ECS_2021.03.24_s2:0014-0714:1	4177.688	264.812	152.325	239	229	3367	0.743	247	1	1.928	0.519	0.928	1218.069	1808.905	29.029
15	MD18_SEM_Sam21-ECS_2021.03.24_s2:0015-0711:1	4204.728	239.695	118.436	218	205	2653	0.707	223	1	1.607	0.622	0.935	944.773	1561.813	58.977
16	MD18_SEM_Sam21-ECS_2021.03.24_s2:0016-0724:1	9288.259	263.918	311.501	212	172	4929	0.784	217	1	1.364	0.733	0.928	791.445	1243.571	28.279
17	MD18_SEM_Sam21-ECS_2021.03.24_s2:0017-0720:1	12019.304	354.152	488.324	244	226	6363	0.548	264	1	3.268	0.306	0.918	1543.044	1715.722	27.283
18	MD18_SEM_Sam21-ECS_2021.03.24_s2:0018-0716:1	6192.172	220.783	155.634	190	179	2512	0.661	194	1	2.365	0.423	0.927	814.683	1138.126	39.148
19	MD18_SEM_Sam21-ECS_2021.03.24_s2:0019-0718:1	2967.646	515.526	845.659	223	209	6578	0.729	248	1	1.467	0.682	0.901	924.993	1094.975	23.583
20	MD18_SEM_Sam21-ECS_2021.03.24_s2:0020-0722:1	7172.374	303.085	447.341	234	190	8622	0.603	236	1	2.275	0.440	0.880	747.644	939.538	27.289
21	MD18_SEM_Sam21-ECS_2021.03.24_s2:0021-0719:1	4434.569	229.349	119.923	203	189	2193	0.734	210	1	1.924	0.520	0.956	806.060	1072.494	19.941
22	MD18_SEM_Sam21-ECS_2021.03.24_s2:0022-0724:1	3934.328	270.869	64.782	250	232	1133	0.773	254	1	1.791	0.558	0.939	1472.071	1887.776	19.175
23	MD18_SEM_Sam21-ECS_2021.03.24_s2:0023-0745:1	6719.453	246.698	320.934	207	194	5112	0.521	211	1	3.536	0.283	0.860	859.707	1425.271	41.283
24	MD18_SEM_Sam21-ECS_2021.03.24_s2:0024-0734:1	4353.449	214.430	152.119	196	187	2983	0.788	200	1	1.322	0.756	0.933	706.532	1202.148	67.570
25	MD18_SEM_Sam21-ECS_2021.03.24_s2:0025-0736:1	4218.248	229.534	50.758	218	201	916	0.756	220	1	1.494	0.669	0.938	720.809	1062.167	77.933
26	MD18_SEM_Sam21-ECS_2021.03.24_s2:0026-0741:1	8166.096	397.800	631.500	246	231	7434	0.729	253	1	1.806	0.554	0.953	1302.986	1487.186	50.726
27	MD18_SEM_Sam21-ECS_2021.03.24_s2:0027-0743:1	7138.574	215.152	106.215	197	188	2175	0.705	201	1	1.442	0.694	0.926	897.758	1192.062	52.945
28	MD18_SEM_Sam21-ECS_2021.03.24_s2:0028-0740:1	3690.967	312.328	258.263	257	244	4036	0.785	269	1	1.685	0.594	0.934	1569.229	1912.718	31.108
29	MD18_SEM_Sam21-ECS_2021.03.24_s2:0029-0745:1	4873.970	229.187	122.007	196	189	2338	0.769	209	1	1.184	0.844	0.920	923.430	1152.681	25.917
30	MD18_SEM_Sam21-ECS_2021.03.24_s2:0030-0746:1	5002.410	280.085	234.528	243	223	3238	0.819	247	1	1.567	0.638	0.932	1174.859	1728.954	30.932
31	MD18_SEM_Sam21-ECS_2021.03.24_s2:0031-0795:1	55317.191	327.732	539.922	225	189	11250	0.380	232	1	2.012	0.497	0.704	1014.078	1422.641	114.537
32	MD18_SEM_Sam21-ECS_2021.03.24_s2:0032-0742:1	1946.884	312.226	193.527	243	223	1615	0.740	257	1	1.810	0.552	0.926	814.741	1226.514	57.569
33	MD18_SEM_Sam21-ECS_2021.03.24_s2:0033-0753:1	7057.454	379.431	520.975	240	226	5259	0.646	246	1	1.409	0.710	0.834	1461.540	1654.314	55.123
34	MD18_SEM_Sam21-ECS_2021.03.24_s2:0034-0743:1	4718.489	337.223	546.520	230	212	6592	0.607	232	1	2.591	0.386	0.894	1068.904	1491.471	50.967
35	MD18_SEM_Sam21-ECS_2021.03.24_s2:0035-0751:1	5130.850	384.930	502.235	264	245	5343	0.695	272	1	1.682	0.595	0.915	1927.872	2150.300	20.675
36	MD18_SEM_Sam21-ECS_2021.03.24_s2:0036-0753:1	3961.368	328.783	295.767	253	243	3126	0.804	264	1	1.487	0.673	0.957	1700.424	2054.641	36.078
37	MD18_SEM_Sam21-ECS_2021.03.24_s2:0037-0758:1	5833.892	228.838	198.154	186	177	3121	0.744	204	1	1.417	0.706	0.913	880.890	1260.548	94.402
38	MD18_SEM_Sam21-ECS_2021.03.24_s2:0038-0781:1	10031.860	246.542	256.269	212	192	6922	0.568	213	1	2.889	0.346	0.912	1148.282	1527.260	76.689
39	MD18_SEM_Sam21-ECS_2021.03.24_s2:0039-0769:1	6888.454	305.024	313.957	231	214	4638	0.734	241	1	1.534	0.652	0.905	1474.218	2143.228	34.476
40	MD18_SEM_Sam21-ECS_2021.03.24_s2:0040-0771:1	11701.583	363.245	605.191	224	198	7799	0.820	226	1	1.064	0.940	0.938	909.514	1253.900	75.607
41	MD18_SEM_Sam21-ECS_2021.03.24_s2:0041-0765:1	5489.131	275.080	261.932	229	218	4249	0.742	235	1	1.721	0.581	0.915	953.681	1313.268	53.365
42	MD18_SEM_Sam21-ECS_2021.03.24_s2:0042-0766:1	5002.410	230.896	234.762	203	191	5447	0.690	207	1	1.881	0.532	0.884	761.133	1069.332	80.034
43	MD18_SEM_Sam21-ECS_2021.03.24_s2:0043-0767:1	3508.447	244.593	60.188	227	215	946	0.868	231	1	1.168	0.856	0.943	1007.966	1242.229	30.539
44	MD18_SEM_Sam21-ECS_2021.03.24_s2:0044-0781:1	8145.816	423.604	1198.658	200	189	15511	0.710	207	1	1.473	0.679	0.898	1358.371	2375.966	71.890
45	MD18_SEM_Sam21-ECS_2021.03.24_s2:0045-0770:1	4698.209	252.354	70.247	232	221	988	0.716	235	1	2.087	0.479	0.952	988.601	1262.834	76.168
46	MD18_SEM_Sam21-ECS_2021.03.24_s2:0046-0777:1	7327.855	276.041	242.130	233	221	3234	0.631	237	1	2.290	0.437	0.922	1061.627	1248.975	43.868
47	MD18_SEM_Sam21-ECS_2021.03.24_s2:0047-0783:1	7713.175	304.590	456.135	239	223	9240	0.796	247	1	1.605	0.623	0.943	1359.743	1735.410	29.467
48	MD18_SEM_Sam21-ECS_2021.03.24_s2:0048-0781:1	5252.531	257.031	71.631	240	225	1243	0.695	244	1	1.838	0.544	0.914	1089.438	1584.957	65.690
49	MD18_SEM_Sam21-ECS_2021.03.24_s2:0049-0785:1	6618.053	260.221	163.807	230	214	3889	0.831	236	1	1.189	0.841	0.930	1111.000	1446.598	71.390
50	MD18_SEM_Sam21-ECS_2021.03.24_s2:0050-0787:1	6773.534	253.436	47.252	237	224	948	0.608	242	1	2.296	0.435	0.860	1060.562	1413.609	64.672
51	MD18_SEM_Sam21-ECS_2021.03.24_s2:0051-0789:1	4968.610	351.697	582.613	219	209	7124	0.779	234	1	1.570	0.637	0.934	1170.074	1158.459	17.831
52	MD18_SEM_Sam21-ECS_2021.03.24_s2:0052-0783:1	1737.323	421.903	509.049	257	240	4599	0.814	277	1	1.578	0.634	0.948	1712.374	1991.933	81.451
53	MD18_SEM_Sam21-ECS_2021.03.24_s2:0053-0803:1	7415.735	234.226	129.333	211	194	1989	0.709	212	1	1.710	0.585	0.916	926.101	1267.072	104.305
54	MD18_SEM_Sam21-ECS_2021.03.24_s2:0054-0793:1	5462.091	249.757	42.080	237	222	743	0.761	240	1	1.786	0.560	0.941	1192.460	1534.600	22.204
55	MD18_SEM_Sam21-ECS_2021.03.24_s2:0055-0803:1	7125.054	222.233	137.417	202	184	2452	0.765	203	1	1.694	0.590	0.920	677.023	916.186	113.967
56	MD18_SEM_Sam21-ECS_2021.03.24_s2:0056-0802:1	6381.453	241.133	99.452	224	210	3041	0.813	228	1	1.406	0.711	0.948	985.929	1236.566	48.487
57	MD18_SEM_Sam21-ECS_2021.03.24_s2:0057-0808:1	6280.053	251.149	129.832	233	217	2514	0.707	233	1	1.903	0.526	0.902	920.427	1450.858	46.392
58	MD18_SEM_Sam21-ECS_2021.03.24_s2:0058-0803:1	4759.050	261.464	60.905	248	229	1151	0.827	250	1	1.528	0.654	0.926	1031.070	1375.667	56.212
59	MD18_SEM_Sam21-ECS_2021.03.24_s2:0059-0806:1	6563.973	276.333	283.925	229	217	6146	0.825	234	1	1.459	0.686	0.947	949.398	1356.869	101.891
60	MD18_SEM_Sam21-ECS_2021.03.24_s2:0060-0824:1	11410.903	270.009	329.319	217	196	6292	0.581	218	1	2.134	0.469	0.848	911.931	1369.501	105.376
61	MD18_SEM_Sam21-ECS_2021.03.24_s2:0061-0812:1	7483.335	258.051	337.682	218	203	7319	0.835	224	1	1.166	0.857	0.937	849.641	1266.402	77.259
62	MD18_SEM_Sam21-ECS_2021.03.24_s2:0062-0805:1	6036.692	334.427	461.650	229	216	4982	0.555	241	1	3.144	0.318	0.887	845.099	1210.042	20.931
63	MD18_SEM_Sam21-ECS_2021.03.24_s2:0063-0808:1	8030.896	289.302	283.547	228	216	5153	0.769	238	1	1.908	0.524	0.953	1406.227	1811.900	90.504
64	MD18_SEM_Sam21-ECS_2021.03.24_s2:0064-0833:1	13222.586	257.881	289.911	218	202	5923	0.597	221	1	2.552	0.392	0.859	972.595	1311.653	78.464
65	MD18_SEM_Sam21-ECS_2021.03.24_s2:0065-0816:1	9673.579	297.637	285.238	229	218	4620	0.792	242	1	1.572	0.636	0.945	1268.968	1645.889	40.086
66	MD18_SEM_Sam21-ECS_2021.03.24_s2:0066-0819:1	6901.974	292.666	406.434	206	194	6232	0.725	211	1	1.536	0.651	0.902	783.852	1198.986	59.397
67	MD18_SEM_Sam21-ECS_2021.03.24_s2:0067-0820:1	4143.888	242.695	54.162	223	213	841	0.687	231	1	2.140	0.467	0.881	985.554	1401.630	36.615
68	MD18_SEM_Sam21-ECS_2021.03.24_s2:0068-0828:1	6232.732	255.462	261.801	218	202	5626	0.711	220	1	1.857	0.539	0.904	978.557	1445.754	14.920
69	MD18_SEM_Sam21-ECS_2021.03.24_s2:0069-0825:1	6388.213	260.052	185.473	235	224	4634	0.808	239	1	1.516	0.660	0.945	852.370	1369.693	83.225
70	MD18_SEM_Sam21-ECS_2021.03.24_s2:0070-0825:1	7003.374	242.125	55.397	226	214	1142	0.782	232	1	1.188	0.842	0.927	929.437	1465.698	99.561
71	MD18_SEM_Sam21-ECS_2021.03.24_s2:0071-0835:1	15615.631	449.610	860.594	248	221	8801	0.742	252	1	1.557	0.642	0.925	1320.927	1974.040	49.475
72	MD18_SEM_Sam21-ECS_2021.03.24_s2:0072-0831:1	5962.332	335.636	510.422	240	217	6204	0.747	244	1	1.561	0.641	0.929	1393.647	1953.617	24.887
73	MD18_SEM_Sam21-ECS_2021.03.24_s2:0073-0826:1	3866.728	314.760	449.816	261	237	8158	0.740	260	1	1.840	0.543	0.902	1019.301	1481.870	55.061
74	MD18_SEM_Sam21-ECS_2021.03.24_s2:0074-0828:1	5090.290	277.930	291.705	236	223	4843	0.685	240	1	2.158	0.463	0.920	1010.830	1341.609	139.595
75	MD18_SEM_Sam21-ECS_2021.03.24_s2:0075-0836:1	3995.168	243.575	64.865	228	217	1107	0.816	231	1	1.370	0.730	0.915	847.571	1077.836	53.376
